Matricule,Date,OTP,Ordre,Reseau,Operation,Pos.Trav.,Composante d'activite,Categorie absence/presence,Heure
411682,06.05.2018,,,4166004,240,PSIM,,,3.1
411682,07.05.2018,,,4166004,240,PSIM,,,3.1
411682,08.05.2018,,,4166004,240,PSIM,,,3.1
411682,09.05.2018,,,4166004,240,PSIM,,,3.1
411682,10.05.2018,,,4166004,240,PSIM,,,3.1
411682,11.05.2018,,,4166004,240,PSIM,,,3.1
411818,01.05.2018,,,4169276,290,PSIM,,,0.94736842105263
411818,02.05.2018,,,4169276,290,PSIM,,,12.7
411818,03.05.2018,,,4169276,290,PSIM,,,12.7
411818,04.05.2018,,,4169276,290,PSIM,,,12.7
411818,05.05.2018,,,4169276,290,PSIM,,,12.7
411818,06.05.2018,,,4169276,290,PSIM,,,12.7
411818,07.05.2018,,,4169276,290,PSIM,,,12.7
411818,08.05.2018,,,4169276,290,PSIM,,,12.7
411818,09.05.2018,,,4169276,290,PSIM,,,12.7
411818,10.05.2018,,,4169276,290,PSIM,,,12.7
411818,11.05.2018,,,4169276,290,PSIM,,,12.7
411818,01.05.2018,,,4169276,250,PSIM,,,0.0526315789473681
411818,02.05.2018,,,4169276,250,PSIM,,,1.5
411818,03.05.2018,,,4169276,250,PSIM,,,1.5
411818,04.05.2018,,,4169276,250,PSIM,,,1.5
411818,05.05.2018,,,4169276,250,PSIM,,,1.5
411818,06.05.2018,,,4169276,250,PSIM,,,1.5
411818,07.05.2018,,,4169276,250,PSIM,,,1.5
411818,08.05.2018,,,4169276,250,PSIM,,,1.5
411818,09.05.2018,,,4169276,250,PSIM,,,1.5
411818,10.05.2018,,,4169276,250,PSIM,,,1.5
411818,11.05.2018,,,4169276,250,PSIM,,,1.5
411828,01.05.2018,,,4166013,290,PSIM,,,0.720588235294118
411828,02.05.2018,,,4166013,290,PSIM,,,1.4
411828,03.05.2018,,,4166013,290,PSIM,,,1.4
411828,04.05.2018,,,4166013,290,PSIM,,,1.4
411828,05.05.2018,,,4166013,290,PSIM,,,1.4
411828,06.05.2018,,,4166013,290,PSIM,,,1.4
411828,07.05.2018,,,4166013,290,PSIM,,,1.4
411828,08.05.2018,,,4166013,290,PSIM,,,1.4
411828,09.05.2018,,,4166013,290,PSIM,,,1.4
411828,10.05.2018,,,4166013,290,PSIM,,,1.4
411828,11.05.2018,,,4166013,290,PSIM,,,1.4
411828,01.05.2018,,,4166004,250,PSIM,,,0.617647058823531
411828,02.05.2018,,,4166004,250,PSIM,,,1.2
411828,03.05.2018,,,4166004,250,PSIM,,,1.2
411828,04.05.2018,,,4166004,250,PSIM,,,1.2
411828,05.05.2018,,,4166004,250,PSIM,,,1.2
411828,06.05.2018,,,4166004,250,PSIM,,,1.2
411828,07.05.2018,,,4166004,250,PSIM,,,1.2
411828,08.05.2018,,,4166004,250,PSIM,,,1.2
411828,09.05.2018,,,4166004,250,PSIM,,,1.2
411828,10.05.2018,,,4166004,250,PSIM,,,1.2
411828,11.05.2018,,,4166004,250,PSIM,,,1.2
411828,01.05.2018,,,4167729,330,PSIM,,,0.57352941176471
411828,02.05.2018,,,4167729,330,PSIM,,,5.2
411828,03.05.2018,,,4167729,330,PSIM,,,5.2
411828,04.05.2018,,,4167729,330,PSIM,,,5.2
411828,05.05.2018,,,4167729,330,PSIM,,,5.2
411828,06.05.2018,,,4167729,330,PSIM,,,5.2
411828,07.05.2018,,,4167729,330,PSIM,,,5.2
411828,08.05.2018,,,4167729,330,PSIM,,,5.2
411828,09.05.2018,,,4167729,330,PSIM,,,5.2
411828,10.05.2018,,,4167729,330,PSIM,,,5.2
411828,11.05.2018,,,4167729,330,PSIM,,,5.2
411828,01.05.2018,,,4165955,20,PSIM,,,0.617647058823531
411828,02.05.2018,,,4165955,20,PSIM,,,1.2
411828,03.05.2018,,,4165955,20,PSIM,,,1.2
411828,04.05.2018,,,4165955,20,PSIM,,,1.2
411828,05.05.2018,,,4165955,20,PSIM,,,1.2
411828,06.05.2018,,,4165955,20,PSIM,,,1.2
411828,07.05.2018,,,4165955,20,PSIM,,,1.2
411828,08.05.2018,,,4165955,20,PSIM,,,1.2
411828,09.05.2018,,,4165955,20,PSIM,,,1.2
411828,10.05.2018,,,4165955,20,PSIM,,,1.2
411828,11.05.2018,,,4165955,20,PSIM,,,1.2
411828,01.05.2018,,,4167009,20,PSIM,,,0.205882352941177
411828,02.05.2018,,,4167009,20,PSIM,,,0.4
411828,03.05.2018,,,4167009,20,PSIM,,,0.4
411828,04.05.2018,,,4167009,20,PSIM,,,0.4
411828,05.05.2018,,,4167009,20,PSIM,,,0.4
411828,06.05.2018,,,4167009,20,PSIM,,,0.4
411828,07.05.2018,,,4167009,20,PSIM,,,0.4
411828,08.05.2018,,,4167009,20,PSIM,,,0.4
411828,09.05.2018,,,4167009,20,PSIM,,,0.4
411828,10.05.2018,,,4167009,20,PSIM,,,0.4
411828,11.05.2018,,,4167009,20,PSIM,,,0.4
411828,01.05.2018,,,4169276,340,PSIM,,,0.102941176470588
411828,02.05.2018,,,4169276,340,PSIM,,,0.2
411828,03.05.2018,,,4169276,340,PSIM,,,0.2
411828,04.05.2018,,,4169276,340,PSIM,,,0.2
411828,05.05.2018,,,4169276,340,PSIM,,,0.2
411828,06.05.2018,,,4169276,340,PSIM,,,0.2
411828,07.05.2018,,,4169276,340,PSIM,,,0.2
411828,08.05.2018,,,4169276,340,PSIM,,,0.2
411828,09.05.2018,,,4169276,340,PSIM,,,0.2
411828,10.05.2018,,,4169276,340,PSIM,,,0.2
411828,11.05.2018,,,4169276,340,PSIM,,,0.2
411828,01.05.2018,,,4166007,20,PSIM,,,0.308823529411765
411828,02.05.2018,,,4166007,20,PSIM,,,0.6
411828,03.05.2018,,,4166007,20,PSIM,,,0.6
411828,04.05.2018,,,4166007,20,PSIM,,,0.6
411828,05.05.2018,,,4166007,20,PSIM,,,0.6
411828,06.05.2018,,,4166007,20,PSIM,,,0.6
411828,07.05.2018,,,4166007,20,PSIM,,,0.6
411828,08.05.2018,,,4166007,20,PSIM,,,0.6
411828,09.05.2018,,,4166007,20,PSIM,,,0.6
411828,10.05.2018,,,4166007,20,PSIM,,,0.6
411828,11.05.2018,,,4166007,20,PSIM,,,0.6
411828,01.05.2018,,,4165958,290,PSIM,,,0.102941176470588
411828,02.05.2018,,,4165958,290,PSIM,,,0.2
411828,03.05.2018,,,4165958,290,PSIM,,,0.2
411828,04.05.2018,,,4165958,290,PSIM,,,0.2
411828,05.05.2018,,,4165958,290,PSIM,,,0.2
411828,06.05.2018,,,4165958,290,PSIM,,,0.2
411828,07.05.2018,,,4165958,290,PSIM,,,0.2
411828,08.05.2018,,,4165958,290,PSIM,,,0.2
411828,09.05.2018,,,4165958,290,PSIM,,,0.2
411828,10.05.2018,,,4165958,290,PSIM,,,0.2
411828,11.05.2018,,,4165958,290,PSIM,,,0.2
411828,01.05.2018,,,4165955,60,PSIM,,,0.308823529411765
411828,02.05.2018,,,4165955,60,PSIM,,,0.6
411828,03.05.2018,,,4165955,60,PSIM,,,0.6
411828,04.05.2018,,,4165955,60,PSIM,,,0.6
411828,05.05.2018,,,4165955,60,PSIM,,,0.6
411828,06.05.2018,,,4165955,60,PSIM,,,0.6
411828,07.05.2018,,,4165955,60,PSIM,,,0.6
411828,08.05.2018,,,4165955,60,PSIM,,,0.6
411828,09.05.2018,,,4165955,60,PSIM,,,0.6
411828,10.05.2018,,,4165955,60,PSIM,,,0.6
411828,11.05.2018,,,4165955,60,PSIM,,,0.6
411828,01.05.2018,,,4166968,290,PSIM,,,0.102941176470588
411828,02.05.2018,,,4166968,290,PSIM,,,0.2
411828,03.05.2018,,,4166968,290,PSIM,,,0.2
411828,04.05.2018,,,4166968,290,PSIM,,,0.2
411828,05.05.2018,,,4166968,290,PSIM,,,0.2
411828,06.05.2018,,,4166968,290,PSIM,,,0.2
411828,07.05.2018,,,4166968,290,PSIM,,,0.2
411828,08.05.2018,,,4166968,290,PSIM,,,0.2
411828,09.05.2018,,,4166968,290,PSIM,,,0.2
411828,10.05.2018,,,4166968,290,PSIM,,,0.2
411828,11.05.2018,,,4166968,290,PSIM,,,0.2
411828,01.05.2018,,,4167505,310,PSIM,,,0.102941176470588
411828,02.05.2018,,,4167505,310,PSIM,,,0.2
411828,03.05.2018,,,4167505,310,PSIM,,,0.2
411828,04.05.2018,,,4167505,310,PSIM,,,0.2
411828,05.05.2018,,,4167505,310,PSIM,,,0.2
411828,06.05.2018,,,4167505,310,PSIM,,,0.2
411828,07.05.2018,,,4167505,310,PSIM,,,0.2
411828,08.05.2018,,,4167505,310,PSIM,,,0.2
411828,09.05.2018,,,4167505,310,PSIM,,,0.2
411828,10.05.2018,,,4167505,310,PSIM,,,0.2
411828,11.05.2018,,,4167505,310,PSIM,,,0.2
411828,01.05.2018,,,4166975,20,PSIM,,,0.205882352941177
411828,02.05.2018,,,4166975,20,PSIM,,,0.4
411828,03.05.2018,,,4166975,20,PSIM,,,0.4
411828,04.05.2018,,,4166975,20,PSIM,,,0.4
411828,05.05.2018,,,4166975,20,PSIM,,,0.4
411828,06.05.2018,,,4166975,20,PSIM,,,0.4
411828,07.05.2018,,,4166975,20,PSIM,,,0.4
411828,08.05.2018,,,4166975,20,PSIM,,,0.4
411828,09.05.2018,,,4166975,20,PSIM,,,0.4
411828,10.05.2018,,,4166975,20,PSIM,,,0.4
411828,11.05.2018,,,4166975,20,PSIM,,,0.4
411828,01.05.2018,,,4169717,20,PSIM,,,0.411764705882353
411828,02.05.2018,,,4169717,20,PSIM,,,0.8
411828,03.05.2018,,,4169717,20,PSIM,,,0.8
411828,04.05.2018,,,4169717,20,PSIM,,,0.8
411828,05.05.2018,,,4169717,20,PSIM,,,0.8
411828,06.05.2018,,,4169717,20,PSIM,,,0.8
411828,07.05.2018,,,4169717,20,PSIM,,,0.8
411828,08.05.2018,,,4169717,20,PSIM,,,0.8
411828,09.05.2018,,,4169717,20,PSIM,,,0.8
411828,10.05.2018,,,4169717,20,PSIM,,,0.8
411828,11.05.2018,,,4169717,20,PSIM,,,0.8
411828,01.05.2018,,,4177019,20,PSIM,,,0.102941176470588
411828,02.05.2018,,,4177019,20,PSIM,,,0.2
411828,03.05.2018,,,4177019,20,PSIM,,,0.2
411828,04.05.2018,,,4177019,20,PSIM,,,0.2
411828,05.05.2018,,,4177019,20,PSIM,,,0.2
411828,06.05.2018,,,4177019,20,PSIM,,,0.2
411828,07.05.2018,,,4177019,20,PSIM,,,0.2
411828,08.05.2018,,,4177019,20,PSIM,,,0.2
411828,09.05.2018,,,4177019,20,PSIM,,,0.2
411828,10.05.2018,,,4177019,20,PSIM,,,0.2
411828,11.05.2018,,,4177019,20,PSIM,,,0.2
411828,01.05.2018,,,4167501,310,PSIM,,,0.205882352941177
411828,02.05.2018,,,4167501,310,PSIM,,,0.4
411828,03.05.2018,,,4167501,310,PSIM,,,0.4
411828,04.05.2018,,,4167501,310,PSIM,,,0.4
411828,05.05.2018,,,4167501,310,PSIM,,,0.4
411828,06.05.2018,,,4167501,310,PSIM,,,0.4
411828,07.05.2018,,,4167501,310,PSIM,,,0.4
411828,08.05.2018,,,4167501,310,PSIM,,,0.4
411828,09.05.2018,,,4167501,310,PSIM,,,0.4
411828,10.05.2018,,,4167501,310,PSIM,,,0.4
411828,11.05.2018,,,4167501,310,PSIM,,,0.4
411828,01.05.2018,,,4166001,330,PSIM,,,0.205882352941177
411828,02.05.2018,,,4166001,330,PSIM,,,0.4
411828,03.05.2018,,,4166001,330,PSIM,,,0.4
411828,04.05.2018,,,4166001,330,PSIM,,,0.4
411828,05.05.2018,,,4166001,330,PSIM,,,0.4
411828,06.05.2018,,,4166001,330,PSIM,,,0.4
411828,07.05.2018,,,4166001,330,PSIM,,,0.4
411828,08.05.2018,,,4166001,330,PSIM,,,0.4
411828,09.05.2018,,,4166001,330,PSIM,,,0.4
411828,10.05.2018,,,4166001,330,PSIM,,,0.4
411828,11.05.2018,,,4166001,330,PSIM,,,0.4
411828,01.05.2018,,,4166013,330,PSIM,,,0.102941176470588
411828,02.05.2018,,,4166013,330,PSIM,,,0.2
411828,03.05.2018,,,4166013,330,PSIM,,,0.2
411828,04.05.2018,,,4166013,330,PSIM,,,0.2
411828,05.05.2018,,,4166013,330,PSIM,,,0.2
411828,06.05.2018,,,4166013,330,PSIM,,,0.2
411828,07.05.2018,,,4166013,330,PSIM,,,0.2
411828,08.05.2018,,,4166013,330,PSIM,,,0.2
411828,09.05.2018,,,4166013,330,PSIM,,,0.2
411828,10.05.2018,,,4166013,330,PSIM,,,0.2
411828,11.05.2018,,,4166013,330,PSIM,,,0.2
411848,01.05.2018,,,4166001,360,PSIM,,,0.986111111111111
411848,02.05.2018,,,4166001,360,PSIM,,,0.1
411848,03.05.2018,,,4166001,360,PSIM,,,0.1
411848,04.05.2018,,,4166001,360,PSIM,,,0.1
411848,05.05.2018,,,4166001,360,PSIM,,,0.1
411848,06.05.2018,,,4166001,360,PSIM,,,0.1
411848,07.05.2018,,,4166001,360,PSIM,,,0.1
411848,08.05.2018,,,4166001,360,PSIM,,,0.1
411848,09.05.2018,,,4166001,360,PSIM,,,0.1
411848,10.05.2018,,,4166001,360,PSIM,,,0.1
411848,11.05.2018,,,4166001,360,PSIM,,,0.1
411848,01.05.2018,,,4169273,360,PSIM,,,0.986111111111111
411848,02.05.2018,,,4169273,360,PSIM,,,0.1
411848,03.05.2018,,,4169273,360,PSIM,,,0.1
411848,04.05.2018,,,4169273,360,PSIM,,,0.1
411848,05.05.2018,,,4169273,360,PSIM,,,0.1
411848,06.05.2018,,,4169273,360,PSIM,,,0.1
411848,07.05.2018,,,4169273,360,PSIM,,,0.1
411848,08.05.2018,,,4169273,360,PSIM,,,0.1
411848,09.05.2018,,,4169273,360,PSIM,,,0.1
411848,10.05.2018,,,4169273,360,PSIM,,,0.1
411848,11.05.2018,,,4169273,360,PSIM,,,0.1
411848,01.05.2018,,,4177516,10,PSIM,,,0.861111111111111
411848,02.05.2018,,,4177516,10,PSIM,,,1.9
411848,03.05.2018,,,4177516,10,PSIM,,,1.9
411848,04.05.2018,,,4177516,10,PSIM,,,1.9
411848,05.05.2018,,,4177516,10,PSIM,,,1.9
411848,06.05.2018,,,4177516,10,PSIM,,,1.9
411848,07.05.2018,,,4177516,10,PSIM,,,1.9
411848,08.05.2018,,,4177516,10,PSIM,,,1.9
411848,09.05.2018,,,4177516,10,PSIM,,,1.9
411848,10.05.2018,,,4177516,10,PSIM,,,1.9
411848,11.05.2018,,,4177516,10,PSIM,,,1.9
411848,01.05.2018,,,4166960,210,PSIM,,,0.819444444444443
411848,02.05.2018,,,4166960,210,PSIM,,,2.5
411848,03.05.2018,,,4166960,210,PSIM,,,2.5
411848,04.05.2018,,,4166960,210,PSIM,,,2.5
411848,05.05.2018,,,4166960,210,PSIM,,,2.5
411848,06.05.2018,,,4166960,210,PSIM,,,2.5
411848,07.05.2018,,,4166960,210,PSIM,,,2.5
411848,08.05.2018,,,4166960,210,PSIM,,,2.5
411848,09.05.2018,,,4166960,210,PSIM,,,2.5
411848,10.05.2018,,,4166960,210,PSIM,,,2.5
411848,11.05.2018,,,4166960,210,PSIM,,,2.5
411848,01.05.2018,,,4166001,350,PSIM,,,0.986111111111111
411848,02.05.2018,,,4166001,350,PSIM,,,0.1
411848,03.05.2018,,,4166001,350,PSIM,,,0.1
411848,04.05.2018,,,4166001,350,PSIM,,,0.1
411848,05.05.2018,,,4166001,350,PSIM,,,0.1
411848,06.05.2018,,,4166001,350,PSIM,,,0.1
411848,07.05.2018,,,4166001,350,PSIM,,,0.1
411848,08.05.2018,,,4166001,350,PSIM,,,0.1
411848,09.05.2018,,,4166001,350,PSIM,,,0.1
411848,10.05.2018,,,4166001,350,PSIM,,,0.1
411848,11.05.2018,,,4166001,350,PSIM,,,0.1
411848,01.05.2018,,,4177516,60,PSIM,,,0.944444444444444
411848,02.05.2018,,,4177516,60,PSIM,,,0.7
411848,03.05.2018,,,4177516,60,PSIM,,,0.7
411848,04.05.2018,,,4177516,60,PSIM,,,0.7
411848,05.05.2018,,,4177516,60,PSIM,,,0.7
411848,06.05.2018,,,4177516,60,PSIM,,,0.7
411848,07.05.2018,,,4177516,60,PSIM,,,0.7
411848,08.05.2018,,,4177516,60,PSIM,,,0.7
411848,09.05.2018,,,4177516,60,PSIM,,,0.7
411848,10.05.2018,,,4177516,60,PSIM,,,0.7
411848,11.05.2018,,,4177516,60,PSIM,,,0.7
411848,01.05.2018,,,4167632,20,PSIM,,,0.986111111111111
411848,02.05.2018,,,4167632,20,PSIM,,,0.1
411848,03.05.2018,,,4167632,20,PSIM,,,0.1
411848,04.05.2018,,,4167632,20,PSIM,,,0.1
411848,05.05.2018,,,4167632,20,PSIM,,,0.1
411848,06.05.2018,,,4167632,20,PSIM,,,0.1
411848,07.05.2018,,,4167632,20,PSIM,,,0.1
411848,08.05.2018,,,4167632,20,PSIM,,,0.1
411848,09.05.2018,,,4167632,20,PSIM,,,0.1
411848,10.05.2018,,,4167632,20,PSIM,,,0.1
411848,11.05.2018,,,4167632,20,PSIM,,,0.1
411848,01.05.2018,,,4167638,10,PSIM,,,0.986111111111111
411848,02.05.2018,,,4167638,10,PSIM,,,0.1
411848,03.05.2018,,,4167638,10,PSIM,,,0.1
411848,04.05.2018,,,4167638,10,PSIM,,,0.1
411848,05.05.2018,,,4167638,10,PSIM,,,0.1
411848,06.05.2018,,,4167638,10,PSIM,,,0.1
411848,07.05.2018,,,4167638,10,PSIM,,,0.1
411848,08.05.2018,,,4167638,10,PSIM,,,0.1
411848,09.05.2018,,,4167638,10,PSIM,,,0.1
411848,10.05.2018,,,4167638,10,PSIM,,,0.1
411848,11.05.2018,,,4167638,10,PSIM,,,0.1
411848,01.05.2018,,,4166965,210,PSIM,,,0.972222222222222
411848,02.05.2018,,,4166965,210,PSIM,,,0.3
411848,03.05.2018,,,4166965,210,PSIM,,,0.3
411848,04.05.2018,,,4166965,210,PSIM,,,0.3
411848,05.05.2018,,,4166965,210,PSIM,,,0.3
411848,06.05.2018,,,4166965,210,PSIM,,,0.3
411848,07.05.2018,,,4166965,210,PSIM,,,0.3
411848,08.05.2018,,,4166965,210,PSIM,,,0.3
411848,09.05.2018,,,4166965,210,PSIM,,,0.3
411848,10.05.2018,,,4166965,210,PSIM,,,0.3
411848,11.05.2018,,,4166965,210,PSIM,,,0.3
411848,01.05.2018,,,4166960,320,PSIM,,,0.986111111111111
411848,02.05.2018,,,4166960,320,PSIM,,,0.1
411848,03.05.2018,,,4166960,320,PSIM,,,0.1
411848,04.05.2018,,,4166960,320,PSIM,,,0.1
411848,05.05.2018,,,4166960,320,PSIM,,,0.1
411848,06.05.2018,,,4166960,320,PSIM,,,0.1
411848,07.05.2018,,,4166960,320,PSIM,,,0.1
411848,08.05.2018,,,4166960,320,PSIM,,,0.1
411848,09.05.2018,,,4166960,320,PSIM,,,0.1
411848,10.05.2018,,,4166960,320,PSIM,,,0.1
411848,11.05.2018,,,4166960,320,PSIM,,,0.1
411848,01.05.2018,,,4177516,30,PSIM,,,0.972222222222222
411848,02.05.2018,,,4177516,30,PSIM,,,0.3
411848,03.05.2018,,,4177516,30,PSIM,,,0.3
411848,04.05.2018,,,4177516,30,PSIM,,,0.3
411848,05.05.2018,,,4177516,30,PSIM,,,0.3
411848,06.05.2018,,,4177516,30,PSIM,,,0.3
411848,07.05.2018,,,4177516,30,PSIM,,,0.3
411848,08.05.2018,,,4177516,30,PSIM,,,0.3
411848,09.05.2018,,,4177516,30,PSIM,,,0.3
411848,10.05.2018,,,4177516,30,PSIM,,,0.3
411848,11.05.2018,,,4177516,30,PSIM,,,0.3
411848,01.05.2018,,,4166960,340,PSIM,,,0.902777777777779
411848,02.05.2018,,,4166960,340,PSIM,,,1.3
411848,03.05.2018,,,4166960,340,PSIM,,,1.3
411848,04.05.2018,,,4166960,340,PSIM,,,1.3
411848,05.05.2018,,,4166960,340,PSIM,,,1.3
411848,06.05.2018,,,4166960,340,PSIM,,,1.3
411848,07.05.2018,,,4166960,340,PSIM,,,1.3
411848,08.05.2018,,,4166960,340,PSIM,,,1.3
411848,09.05.2018,,,4166960,340,PSIM,,,1.3
411848,10.05.2018,,,4166960,340,PSIM,,,1.3
411848,11.05.2018,,,4166960,340,PSIM,,,1.3
411848,01.05.2018,,,4166960,330,PSIM,,,0.958333333333333
411848,02.05.2018,,,4166960,330,PSIM,,,0.5
411848,03.05.2018,,,4166960,330,PSIM,,,0.5
411848,04.05.2018,,,4166960,330,PSIM,,,0.5
411848,05.05.2018,,,4166960,330,PSIM,,,0.5
411848,06.05.2018,,,4166960,330,PSIM,,,0.5
411848,07.05.2018,,,4166960,330,PSIM,,,0.5
411848,08.05.2018,,,4166960,330,PSIM,,,0.5
411848,09.05.2018,,,4166960,330,PSIM,,,0.5
411848,10.05.2018,,,4166960,330,PSIM,,,0.5
411848,11.05.2018,,,4166960,330,PSIM,,,0.5
411848,01.05.2018,,,4166001,330,PSIM,,,0.986111111111111
411848,02.05.2018,,,4166001,330,PSIM,,,0.1
411848,03.05.2018,,,4166001,330,PSIM,,,0.1
411848,04.05.2018,,,4166001,330,PSIM,,,0.1
411848,05.05.2018,,,4166001,330,PSIM,,,0.1
411848,06.05.2018,,,4166001,330,PSIM,,,0.1
411848,07.05.2018,,,4166001,330,PSIM,,,0.1
411848,08.05.2018,,,4166001,330,PSIM,,,0.1
411848,09.05.2018,,,4166001,330,PSIM,,,0.1
411848,10.05.2018,,,4166001,330,PSIM,,,0.1
411848,11.05.2018,,,4166001,330,PSIM,,,0.1
411848,01.05.2018,,,4166960,170,PSIM,,,0.986111111111111
411848,02.05.2018,,,4166960,170,PSIM,,,0.1
411848,03.05.2018,,,4166960,170,PSIM,,,0.1
411848,04.05.2018,,,4166960,170,PSIM,,,0.1
411848,05.05.2018,,,4166960,170,PSIM,,,0.1
411848,06.05.2018,,,4166960,170,PSIM,,,0.1
411848,07.05.2018,,,4166960,170,PSIM,,,0.1
411848,08.05.2018,,,4166960,170,PSIM,,,0.1
411848,09.05.2018,,,4166960,170,PSIM,,,0.1
411848,10.05.2018,,,4166960,170,PSIM,,,0.1
411848,11.05.2018,,,4166960,170,PSIM,,,0.1
411848,01.05.2018,,,4166971,210,PSIM,,,0.986111111111111
411848,02.05.2018,,,4166971,210,PSIM,,,0.1
411848,03.05.2018,,,4166971,210,PSIM,,,0.1
411848,04.05.2018,,,4166971,210,PSIM,,,0.1
411848,05.05.2018,,,4166971,210,PSIM,,,0.1
411848,06.05.2018,,,4166971,210,PSIM,,,0.1
411848,07.05.2018,,,4166971,210,PSIM,,,0.1
411848,08.05.2018,,,4166971,210,PSIM,,,0.1
411848,09.05.2018,,,4166971,210,PSIM,,,0.1
411848,10.05.2018,,,4166971,210,PSIM,,,0.1
411848,11.05.2018,,,4166971,210,PSIM,,,0.1
411848,01.05.2018,,,4166960,390,PSIM,,,0.986111111111111
411848,02.05.2018,,,4166960,390,PSIM,,,0.1
411848,03.05.2018,,,4166960,390,PSIM,,,0.1
411848,04.05.2018,,,4166960,390,PSIM,,,0.1
411848,05.05.2018,,,4166960,390,PSIM,,,0.1
411848,06.05.2018,,,4166960,390,PSIM,,,0.1
411848,07.05.2018,,,4166960,390,PSIM,,,0.1
411848,08.05.2018,,,4166960,390,PSIM,,,0.1
411848,09.05.2018,,,4166960,390,PSIM,,,0.1
411848,10.05.2018,,,4166960,390,PSIM,,,0.1
411848,11.05.2018,,,4166960,390,PSIM,,,0.1
411848,01.05.2018,,,4166960,360,PSIM,,,0.986111111111111
411848,02.05.2018,,,4166960,360,PSIM,,,0.1
411848,03.05.2018,,,4166960,360,PSIM,,,0.1
411848,04.05.2018,,,4166960,360,PSIM,,,0.1
411848,05.05.2018,,,4166960,360,PSIM,,,0.1
411848,06.05.2018,,,4166960,360,PSIM,,,0.1
411848,07.05.2018,,,4166960,360,PSIM,,,0.1
411848,08.05.2018,,,4166960,360,PSIM,,,0.1
411848,09.05.2018,,,4166960,360,PSIM,,,0.1
411848,10.05.2018,,,4166960,360,PSIM,,,0.1
411848,11.05.2018,,,4166960,360,PSIM,,,0.1
411848,01.05.2018,,,4177516,40,PSIM,,,0.958333333333333
411848,02.05.2018,,,4177516,40,PSIM,,,0.5
411848,03.05.2018,,,4177516,40,PSIM,,,0.5
411848,04.05.2018,,,4177516,40,PSIM,,,0.5
411848,05.05.2018,,,4177516,40,PSIM,,,0.5
411848,06.05.2018,,,4177516,40,PSIM,,,0.5
411848,07.05.2018,,,4177516,40,PSIM,,,0.5
411848,08.05.2018,,,4177516,40,PSIM,,,0.5
411848,09.05.2018,,,4177516,40,PSIM,,,0.5
411848,10.05.2018,,,4177516,40,PSIM,,,0.5
411848,11.05.2018,,,4177516,40,PSIM,,,0.5
411848,01.05.2018,,,4166960,380,PSIM,,,0.986111111111111
411848,02.05.2018,,,4166960,380,PSIM,,,0.1
411848,03.05.2018,,,4166960,380,PSIM,,,0.1
411848,04.05.2018,,,4166960,380,PSIM,,,0.1
411848,05.05.2018,,,4166960,380,PSIM,,,0.1
411848,06.05.2018,,,4166960,380,PSIM,,,0.1
411848,07.05.2018,,,4166960,380,PSIM,,,0.1
411848,08.05.2018,,,4166960,380,PSIM,,,0.1
411848,09.05.2018,,,4166960,380,PSIM,,,0.1
411848,10.05.2018,,,4166960,380,PSIM,,,0.1
411848,11.05.2018,,,4166960,380,PSIM,,,0.1
411848,01.05.2018,,,4166971,20,PSIM,,,0.777777777777775
411848,02.05.2018,,,4166971,20,PSIM,,,3.1
411848,03.05.2018,,,4166971,20,PSIM,,,3.1
411848,04.05.2018,,,4166971,20,PSIM,,,3.1
411848,05.05.2018,,,4166971,20,PSIM,,,3.1
411848,06.05.2018,,,4166971,20,PSIM,,,3.1
411848,07.05.2018,,,4166971,20,PSIM,,,3.1
411848,08.05.2018,,,4166971,20,PSIM,,,3.1
411848,09.05.2018,,,4166971,20,PSIM,,,3.1
411848,10.05.2018,,,4166971,20,PSIM,,,3.1
411848,11.05.2018,,,4166971,20,PSIM,,,3.1
411891,01.05.2018,,,4166004,90,PSIM,,,0.026315789473685
411891,02.05.2018,,,4166004,90,PSIM,,,7.9
411891,03.05.2018,,,4166004,90,PSIM,,,7.9
411891,04.05.2018,,,4166004,90,PSIM,,,7.9
411891,05.05.2018,,,4166004,90,PSIM,,,7.9
411891,06.05.2018,,,4166004,90,PSIM,,,7.9
411891,07.05.2018,,,4166004,90,PSIM,,,7.9
411891,08.05.2018,,,4166004,90,PSIM,,,7.9
411891,09.05.2018,,,4166004,90,PSIM,,,7.9
411891,10.05.2018,,,4166004,90,PSIM,,,7.9
411891,11.05.2018,,,4166004,90,PSIM,,,7.9
411891,01.05.2018,,,4165958,280,PSIM,,,0.881578947368421
411891,02.05.2018,,,4165958,280,PSIM,,,0.1
411891,03.05.2018,,,4165958,280,PSIM,,,0.1
411891,04.05.2018,,,4165958,280,PSIM,,,0.1
411891,05.05.2018,,,4165958,280,PSIM,,,0.1
411891,06.05.2018,,,4165958,280,PSIM,,,0.1
411891,07.05.2018,,,4165958,280,PSIM,,,0.1
411891,08.05.2018,,,4165958,280,PSIM,,,0.1
411891,09.05.2018,,,4165958,280,PSIM,,,0.1
411891,10.05.2018,,,4165958,280,PSIM,,,0.1
411891,11.05.2018,,,4165958,280,PSIM,,,0.1
411891,01.05.2018,,,4166010,50,PSIM,,,0.644736842105263
411891,02.05.2018,,,4166010,50,PSIM,,,0.5
411891,03.05.2018,,,4166010,50,PSIM,,,0.5
411891,04.05.2018,,,4166010,50,PSIM,,,0.5
411891,05.05.2018,,,4166010,50,PSIM,,,0.5
411891,06.05.2018,,,4166010,50,PSIM,,,0.5
